City,Country,R0,Population,Density,Temperature,RH,Daylight,UV,Longitude,Latitude,Elevation,Day0,DayS,DayE,retail_and_recreation_lag2,grocery_and_pharmacy_lag2,parks_lag2,transit_stations_lag2,workplace_lag2,residential_lag2,IHRcapacity,GDP_country,GDP_city,Airqual_city,Airqual_country,Elder_city,Elder_country,Life_expect,CRD_prev,MeanStringencyIndex_lag2
Thrissur,India,1.6862,2670000,7400,29.71555556,61.36585366,11.81294011,109.3866,76.2166667,10.5166667,39,30,31/01/2020,30/03/2020,-11.51612903,-3.709677419,-12.74193548,-13.25806452,1.580645161,3.903225806,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,12.90416667
Tiruchirappalli,India,1.564,1155000,13500,32.536,58.708,12.27480881,114.9553,78.696513,10.815499,85,95,05/04/2020,30/04/2020,-77.03846154,-54.19230769,-50.46153846,-62.65384615,-59.46153846,30,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,98.96692308
Tirunelveli,India,1.3478,6.00E+05,8000,31.15,53.64107143,12.24327907,109.2906,77.683798,8.727418,45,82,23/03/2020,21/05/2020,-59.16666667,-26.71666667,-22.68333333,-41.33333333,-33.96666667,23.36666667,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,85.30116667
Tiruppur,India,2.6544,1335000,12900,29.84347826,60.77391304,12.1509481,120.0516,77.35456467,11.1154117,396,83,24/03/2020,15/04/2020,-32.91304348,-19.52173913,-6,-29.04347826,-28.95652174,17.56521739,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,70.22869565
Udaipur,India,2.4288,555000,7700,31.08837209,38.1255814,12.79087498,121.8696,73.71346,24.58584,509,93,03/04/2020,15/05/2020,-80.76744186,-58.3255814,-73.76744186,-71.93023256,-58.90697674,28.95348837,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,97.11534884
Ujjain,India,1.4042,580000,14000,30.62333333,40.02166667,12.73756271,119.9875,75.776433,23.182387,488,85,26/03/2020,24/05/2020,-69.66666667,-44.75,-33.61666667,-66.36666667,-47.96666667,25.45,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,88.05566667
Vadodara,India,1.3431,2130000,11400,32.28,44.78727273,12.56892156,121.8214,73.208119,22.299405,37,80,21/03/2020,14/05/2020,-67.94545455,-51.8,-62.21818182,-59.29090909,-53.83636364,27.25454545,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,82.82018182
Varanasi,India,1.4465,1645000,9800,28.82307692,49.13518519,12.66840115,117.2674,83.010415,25.316682,88,81,22/03/2020,14/05/2020,-61.83333333,-45.96296296,-57.59259259,-60.11111111,-45.66666667,19.59259259,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,83.85666667
Vellore,India,1.3619,555000,11300,31.34705882,47.90588235,12.28064405,118.6699,79.13254738,12.91840463,213,95,05/04/2020,21/04/2020,-65.05882353,-49,-20,-63.58823529,-55.76470588,28.94117647,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,98.42
Visakhapatnam,India,1.5311,1935000,6200,29.85576923,76.08653846,12.45067723,114.5417,83.20161,17.68009,45,82,23/03/2020,13/05/2020,-66.07692308,-44.59615385,-59.67307692,-56.76923077,-46.48076923,24.01923077,78,13079.6193,NA,NA,90.87321047,NA,8.6,68.8,0.057535225,84.71365385
Jakarta,Indonesia,1.3713,34365000,10200,28.83673469,79.02244898,11.96210343,92.77708,106.8451309,-6.214623197,8,62,03/03/2020,20/04/2020,-19.2244898,-5,-20.46938776,-22.67346939,-12.97959184,8.387755102,73,7762.88177,NA,NA,16.5026533,NA,7.6,69.3,0.07506217,39.72081633
Yogyakarta,Indonesia,1.1457,2045000,8800,28.85166667,76.835,11.84046866,92.44576,110.364722,-7.801389,3,73,14/03/2020,12/05/2020,-31.68333333,-18.61666667,-44.05,-47.51666667,-23.56666667,12.48333333,73,7762.88177,NA,NA,16.5026533,NA,7.6,69.3,0.07506217,53.62766667
Bergamo,Italy,1.611,870000,3400,8.892592593,67.33703704,11.44945097,54.92182,9.667210213,45.69601186,238,56,26/02/2020,23/03/2020,-15.75,-8.333333333,7.166666667,-23.5,-14.16666667,6.083333333,85,41830.42633,NA,22.4,16.75071194,34.8,35,82.8,0.084884759,51.33777778
Bologna,Italy,1.6204,530000,3400,9.290322581,68.51290323,11.78184024,58.80302,11.33874893,44.49381148,36,60,01/03/2020,31/03/2020,-27.22580645,-4.741935484,-13.90322581,-31.74193548,-19.48387097,9.419354839,85,41830.42633,54302,17.3,16.75071194,38.8,35,82.8,0.084884759,64.1
Catania,Italy,1.3995,725000,2900,12.21944444,74.39166667,11.84990547,65.57328,15.07041273,37.49223188,11,58,28/02/2020,03/04/2020,-29.17142857,-14.45714286,-24.42857143,-29.57142857,-20.34285714,9.514285714,85,41830.42633,23225,14.1,16.75071194,28.9,35,82.8,0.084884759,63.55638889
Florence,Italy,1.4371,835000,3800,10.3,64.69761905,11.86236605,65.94576,11.24626176,43.77925381,17,56,26/02/2020,07/04/2020,-36.48717949,-15.71794872,-26.12820513,-33.71794872,-24.15384615,12.12820513,85,41830.42633,49859,14.4,16.75071194,40.9,35,82.8,0.084884759,64.13309524
Genoa,Italy,1.3995,610000,7900,12.49555556,57.92666667,12.19106174,74.10016,8.94439,44.40478,44,61,02/03/2020,15/04/2020,-46.35555556,-22.44444444,-38.13333333,-44.57777778,-36.33333333,16,85,41830.42633,45933,12.8,16.75071194,47.3,35,82.8,0.084884759,73.99444444
Milan,Italy,1.4982,5295000,2800,9.135294118,66.51176471,11.64099038,55.8529,9.189505577,45.46426938,107,56,26/02/2020,30/03/2020,-33.77419355,-10,-7.483870968,-37.96774194,-25.41935484,11.22580645,85,41830.42633,58567,24.8,16.75071194,34.8,35,82.8,0.084884759,58.22558824
Naples,Italy,1.3995,3690000,3600,11.58461538,64.61538462,11.89856494,74.39419,14.26811,40.85216,72,58,28/02/2020,06/04/2020,-32.92105263,-17.63157895,-28.68421053,-33.13157895,-26.78947368,10.55263158,85,41830.42633,25233,16,16.75071194,25.6,35,82.8,0.084884759,65.71897436
Padova,Italy,1.3901,615000,3300,9.431428571,74.03142857,11.6683315,57.58354,11.88586273,45.40797277,45,56,26/02/2020,31/03/2020,-28.8125,-8.90625,-20.46875,-35.8125,-18.53125,9.15625,85,41830.42633,44525,24.8,16.75071194,35.7,35,82.8,0.084884759,58.996
Palermo,Italy,1.9635,730000,4100,13.79677419,70.7516129,11.66116065,69.44637,13.33561242,38.13205393,21,56,26/02/2020,27/03/2020,-16.07142857,-4.821428571,-2.75,-20.35714286,-13.85714286,5.035714286,85,41830.42633,24430,15.2,16.75071194,29.5,35,82.8,0.084884759,55.61612903
Rome,Italy,1.5123,3995000,3600,10.99428571,68.94,11.70688176,67.34556,12.51132608,41.89193405,129,56,26/02/2020,31/03/2020,-23.59375,-6.90625,-13.59375,-24.0625,-16.4375,7.71875,85,41830.42633,48705,15.7,16.75071194,32.2,35,82.8,0.084884759,58.996
Turin,Italy,1.4183,1530000,4100,6.147619048,65.38571429,11.8297907,57.48969,7.686824799,45.07048985,709,56,26/02/2020,06/04/2020,-34.18421053,-17.18421053,-19.07894737,-36.5,-26.89473684,12.28947368,85,41830.42633,43506,22.5,16.75071194,39.9,35,82.8,0.084884759,63.46146341
Fukuoka,Japan,1.8883,2480000,4900,12.3,63.69245283,11.88736243,69.87321,130.416667,33.6,3,50,20/02/2020,12/04/2020,-3.25,2.295454545,6.159090909,-18.65909091,-4.113636364,3.113636364,95,42797.45852,NA,15.5,11.70477819,35.9,42.7,84.2,0.09259992,33.26226415
Hiroshima,Japan,2.1139,1370000,5900,11.54390244,55.20731707,12.20500561,76.68343,132.45,34.4,4,65,06/03/2020,15/04/2020,-2.463414634,4.170731707,4.024390244,-16.95121951,-4.024390244,3.268292683,95,42797.45852,NA,10.6,11.70477819,41.4,42.7,84.2,0.09259992,38.73073171
Nagano,Japan,1.564,705000,2500,6.234,71.426,12.0090597,72.23354,138.183333,36.65,418,55,25/02/2020,14/04/2020,-2.152173913,3.586956522,-2.47826087,-14.63043478,-3.586956522,3.391304348,95,42797.45852,NA,11.6,11.70477819,51.7,42.7,84.2,0.09259992,34.9436
Nagoya,Japan,1.4982,10240000,2800,8.495238095,64.67619048,11.14594157,60.42656,136.9064096,35.1814728,51,46,16/02/2020,07/03/2020,-1.25,0.375,-4.5,-5,0.25,1.25,95,42797.45852,NA,12.2,11.70477819,40.5,42.7,84.2,0.09259992,19.17619048
Niigata,Japan,1.3337,855000,3300,7.708333333,71.0875,11.62284079,61.91996,139.00589,37.88637,2,59,29/02/2020,22/03/2020,-0.260869565,4.260869565,-0.52173913,-10.2173913,-2.434782609,2.565217391,95,42797.45852,NA,10.3,11.70477819,47.4,42.7,84.2,0.09259992,31.84347826
Osaka-Kobe-Kyoto,Japan,2.0246,17150000,5700,8.804545455,62.45681818,10.94681146,54.07207,135.5021819,34.69373984,23,28,29/01/2020,12/03/2020,-1,1,1.641025641,-5.41025641,-4.461538462,1.923076923,95,42797.45852,NA,12.4,11.70477819,44.6,42.7,84.2,0.09259992,13.88795455
Shizuoka,Japan,1.6909,670000,3700,12.41086957,63.76086957,12.02714266,76.53574,138.383333,34.983333,14,58,28/02/2020,12/04/2020,-0.613636364,3.204545455,4.522727273,-12.59090909,-3.727272727,3.295454545,95,42797.45852,NA,11.3,11.70477819,50,42.7,84.2,0.09259992,35.71955556
Tokyo-Yokohama,Japan,4.3793,38505000,4700,7.639130435,56.86086957,10.37446692,44.99706,139.69171,35.6895,5,23,24/01/2020,15/02/2020,NA,NA,NA,NA,NA,NA,95,42797.45852,NA,13.3,11.70477819,38,42.7,84.2,0.09259992,3.021304348
Almaty,Kazakhstan,1.5828,1670000,3100,8.666666667,55.92222222,12.11299044,86.69899,76.928611,43.256667,847,73,14/03/2020,31/03/2020,8.277777778,11,6,16.72222222,3.555555556,-0.666666667,82,27879.75195,NA,NA,13.82428836,NA,10.2,71.1,0.073540703,15.73777778
Mombasa,Kenya,1.2726,1280000,15000,26.88545455,84.12857143,11.87453796,81.23418,39.663588,-4.054655,57,88,29/03/2020,23/05/2020,-35.14642857,-31.74642857,-34.58571429,-37.4,-28.13571429,19.41071429,43,3467.556478,NA,NA,28.57837427,NA,4.6,66.7,0.045248093,82.80535714
Nairobi,Kenya,1.7567,5970000,7200,19.01481481,83.61481481,11.99323344,104.9647,36.8166667,-1.2833333,1798,72,13/03/2020,08/04/2020,-2.259259259,-2.140740741,-1.237037037,-1.103703704,-1.02962963,3.474074074,43,3467.556478,NA,NA,28.57837427,NA,4.6,66.7,0.045248093,34.91111111
Kuala Lumpur,Malaysia,1.4935,7860000,3600,28.87,78.40666667,11.95571243,103.8581,101.6865349,3.141201718,22,34,04/02/2020,03/04/2020,-13.8,-6.171428571,-18.02857143,-10.65714286,-4.2,5.085714286,95,31782.15336,NA,NA,16.03580871,NA,8.5,75.3,0.06374955,22.68233333
Acapulco,Mexico,1.3619,790000,6600,27.82807018,76.77833333,12.32360817,125.2417,-99.90891,16.84942,3,71,12/03/2020,10/05/2020,-32.08333333,-13.33333333,-27.46666667,-31.61666667,-20.98333333,8.483333333,83,9673.443674,NA,22.1,20.92111579,10.1,9.8,76.6,0.065172441,46.09766667
Aguascalientes,Mexico,2.0105,855000,4300,16.95178571,46.62372881,11.27829241,93.64552,-102.282586,21.88234,1874,14,15/01/2020,13/03/2020,-0.071428571,0.285714286,3.5,-5.428571429,8.071428571,-1.642857143,83,9673.443674,23990,22.7,20.92111579,8.9,9.8,76.6,0.065172441,0.047118644
Cancun,Mexico,1.3807,785000,3900,28.01509434,63.57777778,12.16392649,108.3384,-86.84655905,21.17428757,22,61,02/03/2020,24/04/2020,-23.35185185,-9.722222222,-23.38888889,-28.37037037,-16.85185185,9.388888889,83,9673.443674,NA,34.9,20.92111579,5,9.8,76.6,0.065172441,26.80185185
Chihuahua,Mexico,1.4465,895000,3500,21.58333333,26.05833333,12.45499736,116.4104,-106.0888889,28.63527778,1472,72,13/03/2020,29/04/2020,-26.875,-6.145833333,-20.04166667,-26.72916667,-19.39583333,8.895833333,83,9673.443674,NA,26.2,20.92111579,10.5,9.8,76.6,0.065172441,38.73645833
Ciudad Juarez,Mexico,1.423,1435000,4000,17.08888889,45.64074074,12.6051211,120.9817,-106.460842,31.720238,1468,72,13/03/2020,05/05/2020,-30.18518519,-7.777777778,-22.72222222,-30.55555556,-21.96296296,10.07407407,83,9673.443674,NA,20.3,20.92111579,7.2,9.8,76.6,0.065172441,43.58907407
Cuernavaca,Mexico,1.5311,875000,4200,24.075,35.18235294,12.17114915,121.6136,-99.23075,18.9261,1618,62,03/03/2020,26/04/2020,-15.94545455,-2.745454545,-13.25454545,-15.21818182,-11.54545455,6.181818182,83,9673.443674,13263,20.5,20.92111579,12,9.8,76.6,0.065172441,29.31127273
Culiacan,Mexico,1.9447,550000,3100,21.44901961,68.86315789,11.5108355,90.70847,-107.387816,24.790325,39,29,30/01/2020,29/03/2020,0.433333333,1.7,11.76666667,2.533333333,4.066666667,-0.366666667,83,9673.443674,NA,27.9,20.92111579,9.4,9.8,76.6,0.065172441,0.787666667
Durango,Mexico,1.5875,560000,4400,21.54038462,32.21666667,12.30196095,123.9281,-104.657555,24.020319,1872,66,07/03/2020,29/04/2020,-23.83333333,-7.240740741,-19.61111111,-17.68518519,-15.64814815,6.833333333,83,9673.443674,NA,25.5,20.92111579,9.4,9.8,76.6,0.065172441,34.43240741
Guadalajara,Mexico,2.8424,4870000,6100,20.34285714,70.85,11.81696053,108.7749,-103.391824,20.666823,1507,66,07/03/2020,15/03/2020,1,2.666666667,7.222222222,4.333333333,5,-1.222222222,83,9673.443674,20541,26.1,20.92111579,9.2,9.8,76.6,0.065172441,0.926666667
Hermosillo,Mexico,1.4277,860000,4200,24.33333333,32.83333333,12.59601273,120.0408,-110.977324,29.102602,211,71,12/03/2020,10/05/2020,-34.38333333,-12.53333333,-29.66666667,-31.53333333,-27.76666667,12.18333333,83,9673.443674,NA,32.5,20.92111579,8.7,9.8,76.6,0.065172441,46.09766667
Leon,Mexico,1.2914,1645000,4500,29.92807018,71.31525424,12.24626025,123.3949,-86.878042,12.437873,118,72,13/03/2020,11/05/2020,-32.68333333,-8.25,-28.21666667,-30.58333333,-22.15,10.83333333,83,9673.443674,NA,23.3,20.92111579,7.4,9.8,76.6,0.065172441,47.47116667
Merida,Mexico,1.2397,1070000,4300,30.00508475,72.30666667,12.33455539,117.0492,-89.616959,20.975368,10,67,08/03/2020,06/05/2020,-36.13333333,-15.48333333,-35.7,-39.98333333,-26.41666667,14.16666667,83,9673.443674,15983,29.5,20.92111579,11.1,9.8,76.6,0.065172441,40.60366667
Mexicali,Mexico,1.282,1.00E+06,4300,21.57647059,68.27241379,12.68613161,116.806,-115.45446,32.62781,11,71,12/03/2020,10/05/2020,-33.86666667,-8.1,-28.56666667,-36.55,-23.93333333,12.41666667,83,9673.443674,NA,39,20.92111579,10.1,9.8,76.6,0.065172441,46.09766667
Mexico City,Mexico,1.423,20395000,8600,20.68474576,54.65932203,12.05813257,117.6898,-99.12766457,19.42847243,2303,53,23/02/2020,22/04/2020,-19.2037037,-5.018518519,-16.2037037,-18.35185185,-13.62962963,7.055555556,83,9673.443674,25697,22.1,20.92111579,11.7,9.8,76.6,0.065172441,21.37466667
Monterrey,Mexico,1.6674,4345000,4500,23.63888889,65.55555556,11.80487326,87.453,-100.318465,25.675065,515,62,03/03/2020,22/03/2020,2.85,4.85,5.7,7.65,7.1,-1.2,83,9673.443674,33795,27.1,20.92111579,9.3,9.8,76.6,0.065172441,1.39
Morelia,Mexico,1.1457,1035000,5600,22.21166667,57.14833333,12.34773274,121.7806,-101.1844254,19.70077891,1913,69,10/03/2020,08/05/2020,-26.51666667,-9.183333333,-15.73333333,-25.08333333,-17.36666667,7.466666667,83,9673.443674,NA,18.6,20.92111579,9.9,9.8,76.6,0.065172441,43.35066667
Oaxaca,Mexico,1.4418,595000,2700,23.85166667,69.725,12.29802938,121.3508,-96.723645,17.065418,1550,69,10/03/2020,08/05/2020,-28.28333333,-14.03333333,-28.15,-27.65,-19.06666667,8.05,83,9673.443674,NA,22.4,20.92111579,9.9,9.8,76.6,0.065172441,43.35066667
Puebla,Mexico,1.1974,2210000,5000,20.35833333,40.67333333,12.26676357,122.9169,-98.203457,19.037926,2179,65,06/03/2020,04/05/2020,-25.81666667,-6.116666667,-19.1,-18.98333333,-20.23333333,8.733333333,83,9673.443674,NA,21.7,20.92111579,9.2,9.8,76.6,0.065172441,37.85666667
Queretaro,Mexico,1.1692,1075000,3000,22.46779661,49.61666667,12.29044775,124.2883,-100.3880556,20.58805556,1813,65,06/03/2020,04/05/2020,-26.93333333,-6.416666667,-22.71666667,-13.4,-20.13333333,10.1,83,9673.443674,24464,18.9,20.92111579,8.4,9.8,76.6,0.065172441,37.85666667
Reynosa,Mexico,1.2068,640000,3500,25.25,76.90208333,12.64140688,98.094,-98.28835,26.080613,515,76,17/03/2020,15/05/2020,-34.21666667,-10.7,-34.11666667,-35.43333333,-28.1,11.9,83,9673.443674,NA,22.1,20.92111579,7.8,9.8,76.6,0.065172441,52.77983333
Saltillo,Mexico,1.9494,8.00E+05,2900,16.74117647,44.76666667,11.5528095,97.50965,-101.005299,25.423213,1790,36,06/02/2020,27/03/2020,2,2.464285714,6.5,1.678571429,6.178571429,-0.928571429,83,9673.443674,NA,22,20.92111579,9,9.8,76.6,0.065172441,0.817647059
San Luis Potosi,Mexico,1.1457,1170000,5500,22.24,48.62666667,12.35529457,123.2587,-100.979161,22.149825,1883,67,08/03/2020,06/05/2020,-26.76666667,-8.05,-23.71666667,-24.66666667,-20.68333333,9.45,83,9673.443674,NA,21.5,20.92111579,9.4,9.8,76.6,0.065172441,40.60366667
Tampico,Mexico,1.3854,550000,2500,26.99,79.76,12.40199195,103.8994,-97.87777,22.28519,9,74,15/03/2020,03/05/2020,-28.04,-7.6,-28.24,-29.64,-22.82,9.62,83,9673.443674,NA,21.6,20.92111579,11.9,9.8,76.6,0.065172441,43.6686
Tijuana,Mexico,2.1562,1485000,3600,15.52777778,73.82542373,10.93856386,70.97376,-117.003714,32.502698,11,17,18/01/2020,16/03/2020,2.529411765,2.352941176,5.411764706,0.764705882,7,-1.352941176,83,9673.443674,NA,18.5,20.92111579,7.4,9.8,76.6,0.065172441,0.188474576
Toluca,Mexico,1.3619,2070000,4800,15.73666667,52.65666667,12.39101716,120.7617,-99.653237,19.287858,2720,72,13/03/2020,11/05/2020,-27.2,-6.15,-20.86666667,-31.61666667,-23.48333333,11,83,9673.443674,NA,17.4,20.92111579,8.9,9.8,76.6,0.065172441,47.47116667
Torreon,Mexico,1.5358,1230000,5000,20.81206897,62.82241379,11.4454729,96.9175,-103.418976,25.543891,1123,28,29/01/2020,26/03/2020,1.814814815,2.185185185,6.074074074,1.333333333,6.222222222,-0.888888889,83,9673.443674,NA,24,20.92111579,10.1,9.8,76.6,0.065172441,0.671034483
Tuxtla Gutierrez,Mexico,1.3243,625000,4500,27.36612903,60.68225806,12.09583743,111.1942,-93.113081,16.759727,528,56,26/02/2020,25/04/2020,-19.78947368,-6.894736842,-16.66666667,-19.01754386,-8.473684211,4.894736842,83,9673.443674,NA,31.8,20.92111579,7.6,9.8,76.6,0.065172441,25.49516667
Veracruz,Mexico,1.4183,815000,5000,21.36833333,77.88833333,12.42578701,111.4837,-96.6666667,19.3333333,1389,74,15/03/2020,13/05/2020,-31,-9.9,-25.88333333,-28.23333333,-20.43333333,8.95,83,9673.443674,NA,25,20.92111579,12,9.8,76.6,0.065172441,50.1255
Villahermosa,Mexico,1.3102,6.00E+05,5300,30.35,70.89333333,12.31523227,118.6595,-92.930277,17.986893,10,69,10/03/2020,08/05/2020,-32.36666667,-15.43333333,-25.23333333,-21.3,-20.96666667,9.883333333,83,9673.443674,NA,28.1,20.92111579,8.6,9.8,76.6,0.065172441,43.35066667
Xalapa,Mexico,1.2773,530000,7100,21.58666667,78.29666667,12.53049328,109.5375,-96.91589,19.53124,1389,80,21/03/2020,19/05/2020,-35.91666667,-11.78333333,-30.38333333,-33.53333333,-25.45,10.63333333,83,9673.443674,NA,21.2,20.92111579,10.9,9.8,76.6,0.065172441,58.0885
Amsterdam,Netherlands,1.7144,1670000,3300,6.741176471,65.77647059,12.12184253,56.88297,4.889688492,52.3740272,-4,73,14/03/2020,30/03/2020,-14.17647059,6.647058824,-7.941176471,-14.41176471,-7.058823529,3.411764706,90,56328.94114,72567,12.2,12.03440807,24.8,27.4,81.6,0.13191513,17.32117647
Rotterdam-Hague,Netherlands,1.3619,2680000,2700,8.251515152,65.9,12.65155658,68.78733,4.479167,51.9225,-5,73,14/03/2020,15/04/2020,-32.27272727,-3.939393939,2.484848485,-37.54545455,-26.8030303,10.22727273,90,56328.94114,60124,12.3,12.03440807,27.6,27.4,81.6,0.13191513,43.99515152
Utrecht,Netherlands,1.4747,705000,2500,6.664705882,63.37647059,12.12060253,57.54388,5.122222,52.090833,2,73,14/03/2020,30/03/2020,-10.82352941,4.823529412,-2.470588235,-13.76470588,-7.588235294,3.176470588,90,56328.94114,65091,12.3,12.03440807,23.7,27.4,81.6,0.13191513,17.32117647
Niamey,Niger,2.6826,1590000,12300,34.52857143,19.32142857,12.09185127,117.8654,2.109804153,13.51366499,223,80,21/03/2020,03/04/2020,-2.428571429,1.642857143,-8,0.214285714,3.5,-1.285714286,39,1063.421841,NA,NA,94.05381768,NA,5.4,59.8,0.047443341,14.28642857
Abuja,Nigeria,1.3055,2695000,3000,29.82045455,63.02708333,12.20288461,106.1279,7.49508,9.05785,344,80,21/03/2020,09/05/2020,-39.24,-32.32,-38.06,-54.04,-33.06,23.12,51,5990.850432,NA,NA,71.79817438,NA,5.1,55.2,0.045632403,58.1754
Lagos,Nigeria,1.3431,14630000,7500,28.96428571,81.555,12.14787694,96.11065,3.394673,6.454066,40,76,17/03/2020,15/05/2020,-47.93965517,-37.82758621,-42.38333333,-48.45,-34.94166667,20.06493506,51,5990.850432,NA,NA,71.79817438,NA,5.1,55.2,0.045632403,57.78516667
